"channel","pitch","tick_on","tick_off","dur_ticks","velocity","nota_nombre","clase_pitch","fuera_escala_mayor","fuera_escala_menor","duracion_muy_corta","velocidad_anomala","intervalo_disonante"
0,62,267600,267840,240,33,"D4",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,52,267840,268081,241,37,"E3",4,FALSE,FALSE,FALSE,FALSE,TRUE
0,78,268081,268200,119,44,"F#5",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,268200,268322,122,44,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,57,268322,268380,58,37,"A3",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,61,268560,268620,60,30,"C#4",1,FALSE,TRUE,FALSE,FALSE,TRUE
0,79,268560,268620,60,46,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,77,268800,269040,240,54,"F5",5,TRUE,TRUE,FALSE,FALSE,TRUE
0,78,269040,269280,240,45,"F#5",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,66,269761,269880,119,45,"F#4",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,269761,269893,132,66,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,78,269880,270012,132,55,"F#5",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,66,270000,270122,122,38,"F#4",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,76,270000,270134,134,54,"E5",4,FALSE,FALSE,FALSE,FALSE,TRUE
0,67,270480,270600,120,38,"G4",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,78,270480,270613,133,55,"F#5",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,270600,270732,132,55,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,66,270720,271200,480,37,"F#4",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,85,272161,272221,60,45,"C#6",1,FALSE,TRUE,FALSE,FALSE,TRUE
0,86,272400,272461,61,45,"D6",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,62,273362,273600,238,33,"D4",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,52,273600,273840,240,37,"E3",4,FALSE,FALSE,FALSE,FALSE,TRUE
0,78,273840,273960,120,44,"F#5",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,273960,274082,122,44,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,57,274082,274320,238,37,"A3",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,274201,274320,119,44,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,61,274320,274561,241,32,"C#4",1,FALSE,TRUE,FALSE,FALSE,TRUE
0,76,274440,274561,121,44,"E5",4,FALSE,FALSE,FALSE,FALSE,TRUE
0,54,274561,274681,120,47,"F#3",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,274920,275040,120,49,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,54,275040,275162,122,48,"F#3",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,85,275280,275400,120,53,"C#6",1,FALSE,TRUE,FALSE,FALSE,TRUE
0,62,275400,275521,121,40,"D4",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,79,276360,276480,120,54,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,57,276480,276600,120,47,"A3",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,67,277801,277921,120,39,"G4",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,57,277921,278041,120,49,"A3",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,277921,278160,239,54,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,67,278280,278400,120,40,"G4",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,73,278280,278400,120,54,"C#5",1,FALSE,TRUE,FALSE,FALSE,TRUE
0,79,278760,278880,120,55,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,54,278880,279000,120,48,"F#3",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,85,279120,279240,120,57,"C#6",1,FALSE,TRUE,FALSE,FALSE,TRUE
0,62,279240,279360,120,44,"D4",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,85,279600,279721,121,55,"C#6",1,FALSE,TRUE,FALSE,FALSE,TRUE
0,62,279721,279840,119,43,"D4",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,55,279840,279960,120,49,"G3",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,85,279840,279960,120,63,"C#6",1,FALSE,TRUE,FALSE,FALSE,TRUE
0,62,279960,280081,121,40,"D4",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,59,280081,280200,119,40,"B3",11,FALSE,FALSE,FALSE,FALSE,TRUE
0,81,280081,280200,119,54,"A5",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,280200,280321,121,54,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,57,280321,280440,119,47,"A3",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,66,280440,280560,120,37,"F#4",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,280440,280560,120,51,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,62,280560,280681,121,37,"D4",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,80,280560,280681,121,54,"G#5",8,FALSE,TRUE,FALSE,FALSE,TRUE
0,57,280800,280920,120,48,"A3",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,280800,280920,120,58,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,66,280920,281041,121,39,"F#4",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,76,281041,281160,119,54,"E5",4,FALSE,FALSE,FALSE,FALSE,TRUE
0,66,281160,281280,120,39,"F#4",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,57,281280,281400,120,47,"A3",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,75,281280,281400,120,59,"D#5",3,FALSE,TRUE,FALSE,FALSE,TRUE
0,78,281521,281641,120,54,"F#5",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,67,281641,281760,119,37,"G4",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,79,281641,281760,119,54,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,57,281760,281881,121,48,"A3",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,78,281760,281881,121,57,"F#5",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,67,281881,282000,119,38,"G4",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,64,282000,282120,120,38,"E4",4,FALSE,FALSE,FALSE,FALSE,TRUE
0,74,282000,282120,120,56,"D5",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,67,282120,282242,122,38,"G4",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,73,282120,282242,122,54,"C#5",1,FALSE,TRUE,FALSE,FALSE,TRUE
0,62,282242,282721,479,45,"D4",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,74,284160,284400,240,75,"D5",2,TRUE,FALSE,FALSE,TRUE,FALSE
0,46,284640,284880,240,52,"A#2",10,TRUE,TRUE,FALSE,FALSE,FALSE
0,58,284640,284880,240,63,"A#3",10,TRUE,TRUE,FALSE,FALSE,TRUE
0,76,284640,284880,240,64,"E5",4,FALSE,FALSE,FALSE,FALSE,TRUE
0,79,284640,284880,240,64,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,85,284640,284880,240,75,"C#6",1,FALSE,TRUE,FALSE,TRUE,TRUE
0,86,285120,285361,241,75,"D6",2,TRUE,FALSE,FALSE,TRUE,FALSE
0,79,286080,286320,240,47,"G5",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,69,286320,286441,121,36,"A4",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,78,286561,286800,239,47,"F#5",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,67,286800,286920,120,35,"G4",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,57,287040,288000,960,40,"A3",9,FALSE,FALSE,FALSE,FALSE,TRUE
0,67,287040,287281,241,39,"G4",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,76,287040,287281,241,47,"E5",4,FALSE,FALSE,FALSE,FALSE,TRUE
0,66,287281,287401,120,34,"F#4",6,FALSE,FALSE,FALSE,FALSE,TRUE
0,74,287520,287760,240,47,"D5",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,64,287760,287881,121,34,"E4",4,FALSE,FALSE,FALSE,FALSE,TRUE
0,73,287760,287881,121,41,"C#5",1,FALSE,TRUE,FALSE,FALSE,TRUE
0,50,288000,288480,480,39,"D3",2,TRUE,FALSE,FALSE,FALSE,TRUE
0,67,288000,288961,961,45,"G4",7,TRUE,FALSE,FALSE,FALSE,TRUE
0,73,288000,288961,961,54,"C#5",1,FALSE,TRUE,FALSE,FALSE,TRUE
