"channel","pitch","tick_on","tick_off","dur_ticks","velocity"
0,62,258602,258720,118,32
0,62,258842,258961,119,30
0,62,259081,259201,120,30
0,62,259320,259440,120,37
0,62,259561,259680,119,28
0,62,264001,264480,479,37
0,62,267121,267361,240,32
0,62,267600,267840,240,33
0,62,268081,268322,241,32
0,62,268800,269280,480,42
0,62,269761,269880,119,37
0,62,270000,270122,122,31
0,62,272881,273121,240,32
0,62,273362,273600,238,33
0,62,273840,274082,242,32
0,62,274681,274800,119,39
0,62,274920,275040,120,39
0,62,275162,275280,118,40
0,62,275400,275521,121,40
0,62,275640,275762,122,40
0,62,275881,276000,119,40
0,62,276121,276240,119,40
0,62,276360,276480,120,40
0,62,276720,276840,120,38
0,62,277200,277320,120,40
0,62,278520,278641,121,39
0,62,278760,278880,120,42
0,62,279000,279120,120,41
0,62,279240,279360,120,44
0,62,279480,279600,120,43
0,62,279721,279840,119,43
0,62,279960,280081,121,40
0,62,280200,280321,121,40
0,62,280560,280681,121,37
0,62,281041,281160,119,39
0,62,282242,282721,479,45
0,62,283200,283680,480,45
0,62,284160,284400,240,52
0,63,48240,48360,120,37
0,63,48721,48840,119,40
0,63,50161,50281,120,37
0,63,50642,50761,119,40
0,63,123121,123241,120,37
0,63,123600,123720,120,40
0,63,125041,125161,120,37
0,63,125520,125640,120,40
0,63,155040,155281,241,36
0,63,210960,211080,120,53
0,63,211440,211561,121,56
0,64,1440,1920,480,37
0,64,7200,7680,480,37
0,64,13440,13560,120,37
0,64,13920,14040,120,37
0,64,14400,14533,133,43
0,64,14880,15012,132,38
0,64,31921,32160,239,26
0,64,34801,35041,240,28
0,64,35281,35520,239,28
0,64,35760,36001,241,26
0,64,39601,39720,119,26
0,64,45841,45960,119,48
0,64,48120,48240,120,35
0,64,48360,48480,120,34
0,64,48600,48721,121,37
0,64,48840,48960,120,40
0,64,49081,49200,119,39
0,64,49320,49440,120,39
0,64,49560,49681,121,39
0,64,49800,49920,120,39
0,64,50040,50161,121,35
0,64,50281,50401,120,34
0,64,50521,50642,121,37
0,64,50761,50881,120,40
0,64,51000,51120,120,39
0,64,51240,51361,121,39
0,64,51480,51600,120,39
0,64,51720,51840,120,39
0,64,59640,59761,121,42
0,64,59881,60001,120,36
0,64,67321,67441,120,59
0,64,68281,68401,120,59
0,64,71280,71401,121,36
0,64,71521,71761,240,39
0,64,76320,76800,480,37
0,64,82080,82560,480,37
0,64,88320,88440,120,37
0,64,88800,88920,120,37
0,64,89280,89412,132,43
0,64,89760,89892,132,38
0,64,106802,107040,238,26
0,64,109681,109920,239,28
0,64,110160,110400,240,28
0,64,110641,110880,239,26
0,64,114481,114600,119,26
0,64,120721,120841,120,53
0,64,123000,123121,121,35
0,64,123241,123361,120,34
0,64,123480,123600,120,37
0,64,123720,123840,120,40
0,64,123961,124080,119,39
0,64,124200,124320,120,39
0,64,124440,124561,121,39
0,64,124680,124800,120,39
0,64,124920,125041,121,35
0,64,125161,125281,120,34
0,64,125401,125520,119,37
0,64,125640,125760,120,40
0,64,125881,126001,120,39
0,64,126120,126241,121,39
0,64,126360,126481,121,39
0,64,126601,126720,119,39
0,64,134521,134641,120,42
0,64,134762,134880,118,36
0,64,142200,142322,122,59
0,64,143161,143280,119,59
0,64,146160,146281,121,36
0,64,146401,146640,239,39
0,64,161041,161160,119,48
0,64,177360,177480,120,35
0,64,177602,177841,239,39
0,64,178560,179520,960,45
0,64,211200,211320,120,62
0,64,211681,211800,119,64
0,64,215040,215161,121,50
0,64,215280,215400,120,40
0,64,215521,215640,119,40
0,64,215760,215881,121,40
0,64,216000,216120,120,50
0,64,216240,216362,122,40
0,64,216480,216601,121,40
0,64,216720,216840,120,40
0,64,225121,225361,240,30
0,64,226560,226801,241,34
0,64,227280,227521,241,28
0,64,227762,228000,238,29
0,64,232800,233041,241,30
0,64,234240,234481,241,34
0,64,234961,235201,240,28
0,64,235442,235561,119,29
0,64,237600,237840,240,29
0,64,242880,243000,120,55
0,64,248640,248760,120,35
0,64,248881,249000,119,30
0,64,252480,252600,120,45
0,64,252721,252840,119,39
0,64,253560,253680,120,39
0,64,253801,253921,120,39
0,64,254040,254160,120,39
0,64,254280,254400,120,39
0,64,261120,261480,360,57
0,64,264480,264961,481,37
0,64,270240,270362,122,37
0,64,270480,270600,120,31
0,64,277681,277801,120,39
0,64,278160,278280,120,40
0,64,281521,281641,120,37
0,64,282000,282120,120,38
0,64,282961,283081,120,55
0,64,283921,284041,120,55
0,64,287760,287881,121,34
0,64,288000,288961,961,37
0,65,232560,232800,240,27
0,65,233280,233520,240,32
0,65,234001,234121,120,26
0,65,237361,237600,239,26
0,65,238560,238802,242,28
0,66,0,480,480,60
0,66,960,1440,480,45
0,66,1920,2400,480,37
0,66,6720,7200,480,45
0,66,7680,8160,480,37
0,66,11760,11880,120,26
0,66,12240,12361,121,28
0,66,12722,12841,119,26
0,66,13200,13320,120,30
0,66,14521,14652,131,38
0,66,14760,14892,132,38
0,66,32880,33120,240,28
0,66,40560,40800,240,28
0,66,42721,43080,359,45
0,66,44000,44081,81,40
0,66,48480,48600,120,40
0,66,50401,50521,120,40
0,66,71040,71280,240,39
0,66,74880,75360,480,60
0,66,75841,76320,479,45
0,66,76800,77280,480,37
0,66,81601,82080,479,45
0,66,82560,83040,480,37
0,66,86640,86760,120,26
0,66,87121,87241,120,28
0,66,87602,87721,119,26
0,66,88080,88200,120,30
0,66,89401,89532,131,38
0,66,89640,89772,132,38
0,66,107761,108001,240,28
0,66,115440,115680,240,28
0,66,117601,117960,359,45
0,66,118880,118960,80,40
0,66,123361,123480,119,40
0,66,125281,125401,120,40
0,66,145920,146160,240,39
0,66,153360,153480,120,44
0,66,160560,160680,120,53
0,66,160800,161041,241,63
0,66,161760,162000,240,36
0,66,176880,177001,121,36
0,66,177120,177360,240,39
0,66,180480,181440,960,57
0,66,181440,181921,481,51
0,66,186480,186600,120,36
0,66,186961,187080,119,36
0,66,187440,187560,120,38
0,66,187920,188040,120,36
0,66,188400,188520,120,33
0,66,194160,194281,121,36
0,66,194640,194760,120,36
0,66,195121,195241,120,38
0,66,195600,195720,120,36
0,66,196080,196200,120,33
0,66,200040,200161,121,52
0,66,201000,201120,120,52
0,66,201961,202080,119,52
0,66,210001,210121,120,54
0,66,210482,210600,118,56
0,66,224880,225121,241,23
0,66,225601,225842,241,32
0,66,226320,226560,240,26
0,66,228480,228720,240,34
0,66,230881,231122,241,30
0,66,245761,245881,120,39
0,66,247680,248160,480,41
0,66,248160,248280,120,35
0,66,248401,248520,119,29
0,66,251520,251641,121,37
0,66,252001,252121,120,45
0,66,252242,252360,118,37
0,66,254521,254640,119,41
0,66,254762,254881,119,41
0,66,255481,255600,119,42
0,66,255721,255841,120,36
0,66,256800,257281,481,46
0,66,260640,261120,480,55
0,66,263041,263520,479,62
0,66,264001,264480,479,45
0,66,264961,265440,479,37
0,66,269761,269880,119,45
0,66,270000,270122,122,38
0,66,270720,271200,480,37
0,66,276600,276720,120,38
0,66,276840,276961,121,38
0,66,277081,277200,119,40
0,66,277320,277440,120,40
0,66,280440,280560,120,37
0,66,280681,280800,119,37
0,66,280920,281041,121,39
0,66,281160,281280,120,39
0,66,282242,282721,479,54
0,66,283200,283680,480,54
0,66,284160,284400,240,63
0,66,287281,287401,120,34
0,66,287520,287760,240,39
0,66,288961,289441,480,35
0,67,1440,1920,480,45
0,67,7200,7680,480,45
0,67,13682,13802,120,29
0,67,14160,14280,120,29
0,67,14641,14772,131,38
0,67,76320,76800,480,45
0,67,82080,82560,480,45
0,67,88562,88681,119,29
0,67,89040,89160,120,29
0,67,89521,89652,131,38
0,67,152880,153000,120,49
0,67,153121,153360,239,58
0,67,154081,154320,239,36
0,67,160080,160200,120,58
0,67,160320,160560,240,63
0,67,176640,176880,240,39
0,67,184920,185040,120,34
0,67,185160,185280,120,34
0,67,185400,185521,121,36
0,67,185640,185760,120,36
0,67,185880,186000,120,37
0,67,186120,186241,121,37
0,67,186360,186480,120,36
0,67,186600,186720,120,36
0,67,186841,186961,120,36
0,67,187080,187201,121,36
0,67,187320,187440,120,38
0,67,187560,187680,120,38
0,67,187800,187920,120,36
0,67,188040,188160,120,36
0,67,188281,188400,119,44
0,67,188520,188641,121,33
0,67,188761,188882,121,30
0,67,189000,189120,120,30
0,67,189240,189361,121,32
0,67,189480,189601,121,32
0,67,189720,189840,120,33
0,67,189960,190080,120,33
0,67,191040,191521,481,52
0,67,191841,191920,79,39
0,67,192001,192240,239,54
0,67,192601,192722,121,34
0,67,192840,192960,120,34
0,67,193080,193201,121,36
0,67,193320,193441,121,36
0,67,193560,193680,120,37
0,67,193800,193920,120,37
0,67,194040,194160,120,36
0,67,194281,194401,120,36
0,67,194520,194640,120,36
0,67,194760,194880,120,36
0,67,195000,195121,121,38
0,67,195241,195360,119,38
0,67,195480,195600,120,36
0,67,195720,195840,120,36
0,67,195960,196080,120,44
0,67,196200,196320,120,33
0,67,196440,196561,121,30
0,67,196680,196800,120,30
0,67,196920,197041,121,32
0,67,197160,197280,120,32
0,67,197400,197520,120,33
0,67,197640,197761,121,33
0,67,198721,199200,479,52
0,67,199520,199600,80,39
0,67,199680,199800,120,59
0,67,199920,200040,120,59
0,67,200161,200281,120,59
0,67,200881,201000,119,59
0,67,201120,201240,120,59
0,67,201840,201961,121,59
0,67,202080,202201,121,59
0,67,210241,210361,120,62
0,67,210720,210840,120,61
0,67,225361,225601,240,27
0,67,227041,227280,239,32
0,67,228240,228480,240,28
0,67,233041,233280,239,27
0,67,234720,234961,241,32
0,67,244801,244920,119,47
0,67,245040,245160,120,41
0,67,245280,245400,120,49
0,67,245521,245641,120,44
0,67,246721,246840,119,47
0,67,246962,247081,119,44
0,67,247200,247321,121,49
0,67,247440,247560,120,47
0,67,249601,249720,119,35
0,67,250080,250201,121,35
0,67,250561,250680,119,30
0,67,251040,251160,120,34
0,67,255001,255120,119,39
0,67,255240,255361,121,39
0,67,256320,256800,480,47
0,67,260161,260640,479,56
0,67,264480,264961,481,45
0,67,270240,270362,122,45
0,67,270480,270600,120,38
0,67,277561,277681,120,39
0,67,277801,277921,120,39
0,67,278041,278160,119,40
0,67,278280,278400,120,40
0,67,281400,281521,121,37
0,67,281641,281760,119,37
0,67,281881,282000,119,38
0,67,282120,282242,122,38
0,67,286800,286920,120,35
0,67,287040,287281,241,39
0,67,288000,288961,961,45
0,68,34560,34801,241,48
0,68,43680,43740,60,43
0,68,43800,43860,60,43
0,68,43920,44000,80,43
0,68,44081,44160,79,40
0,68,45600,45720,120,56
0,68,54001,54120,119,30
0,68,54481,54601,120,30
0,68,54961,55081,120,32
0,68,55440,55560,120,30
0,68,55920,56040,120,28
0,68,61680,61801,121,30
0,68,62162,62280,118,30
0,68,62640,62761,121,32
0,68,63121,63241,120,30
0,68,63600,63720,120,28
0,68,72720,72841,121,41
0,68,72960,73920,960,54
0,68,109440,109681,241,48
0,68,118560,118622,62,43
0,68,118680,118740,60,43
0,68,118801,118880,79,43
0,68,118960,119041,81,40
0,68,120480,120600,120,58
0,68,128880,129001,121,30
0,68,129362,129480,118,30
0,68,129840,129961,121,32
0,68,130321,130441,120,30
0,68,130800,130920,120,28
0,68,136561,136680,119,30
0,68,137041,137161,120,30
0,68,137521,137641,120,32
0,68,138000,138120,120,30
0,68,138482,138600,118,28
0,68,147600,147721,121,41
0,68,147840,148801,961,54
0,68,244080,244200,120,42
0,68,244561,244680,119,44
0,68,246000,246120,120,41
0,68,246481,246600,119,44
0,69,0,480,480,60
0,69,1920,2400,480,45
0,69,7680,8160,480,45
0,69,12000,12120,120,42
0,69,13920,14040,120,42
0,69,15840,15960,120,42
0,69,17760,17880,120,42
0,69,23401,23532,131,40
0,69,25320,25452,132,44
0,69,27240,27360,120,63
0,69,28200,28321,121,64
0,69,34801,35041,240,44
0,69,43201,43680,479,45
0,69,43740,43800,60,39
0,69,43860,43920,60,40
0,69,44160,44281,121,46
0,69,44881,45000,119,49
0,69,45360,45480,120,49
0,69,46080,46561,481,55
0,69,48000,48480,480,41
0,69,52440,52561,121,29
0,69,52680,52801,121,29
0,69,52920,53042,122,30
0,69,53160,53280,120,30
0,69,53400,53520,120,31
0,69,53641,53760,119,31
0,69,53880,54001,121,30
0,69,54120,54240,120,30
0,69,54360,54481,121,30
0,69,54601,54720,119,30
0,69,54842,54961,119,32
0,69,55081,55200,119,32
0,69,55320,55440,120,30
0,69,55560,55680,120,30
0,69,55800,55920,120,37
0,69,56040,56160,120,28
0,69,56280,56401,121,37
0,69,56520,56640,120,37
0,69,56760,56882,122,39
0,69,57000,57120,120,39
0,69,57240,57360,120,40
0,69,57481,57601,120,40
0,69,58561,59040,479,63
0,69,59360,59440,80,48
0,69,59520,59761,241,66
0,69,60121,60242,121,29
0,69,60360,60480,120,29
0,69,60601,60721,120,30
0,69,60840,60961,121,30
0,69,61080,61200,120,31
0,69,61320,61440,120,31
0,69,61561,61680,119,30
0,69,61801,61921,120,30
0,69,62040,62162,122,30
0,69,62280,62400,120,30
0,69,62521,62640,119,32
0,69,62761,62880,119,32
0,69,63002,63121,119,30
0,69,63241,63360,119,30
0,69,63480,63600,120,37
0,69,63720,63840,120,28
0,69,63960,64082,122,37
0,69,64200,64320,120,37
0,69,64441,64561,120,39
0,69,64681,64801,120,39
0,69,64921,65040,119,40
0,69,65160,65280,120,40
0,69,66240,66720,480,63
0,69,67041,67120,79,48
0,69,67200,67321,121,66
0,69,67441,67561,120,66
0,69,68161,68281,120,66
0,69,68401,68521,120,66
0,69,69121,69361,240,75
0,69,70080,70321,241,64
0,69,72240,72360,120,41
0,69,72480,72720,240,47
0,69,73920,74400,480,42
0,69,74880,75360,480,60
0,69,76800,77280,480,45
0,69,82560,83040,480,45
0,69,86880,87000,120,42
0,69,88800,88920,120,42
0,69,90720,90840,120,42
0,69,92640,92760,120,42
0,69,98280,98412,132,40
0,69,100200,100334,134,47
0,69,102121,102240,119,63
0,69,103081,103200,119,62
0,69,109681,109920,239,44
0,69,118080,118560,480,45
0,69,118622,118680,58,39
0,69,118740,118801,61,40
0,69,119041,119161,120,46
0,69,119761,119880,119,51
0,69,120240,120360,120,51
0,69,120961,121440,479,55
0,69,122880,123361,481,41
0,69,127321,127442,121,29
0,69,127560,127680,120,29
0,69,127801,127921,120,30
0,69,128040,128161,121,30
0,69,128280,128400,120,31
0,69,128520,128640,120,31
0,69,128761,128880,119,30
0,69,129001,129121,120,30
0,69,129240,129362,122,30
0,69,129480,129600,120,30
0,69,129721,129840,119,32
0,69,129961,130080,119,32
0,69,130202,130321,119,30
0,69,130441,130560,119,30
0,69,130680,130800,120,37
0,69,130920,131040,120,28
0,69,131160,131282,122,37
0,69,131400,131520,120,37
0,69,131641,131761,120,39
0,69,131881,132001,120,39
0,69,132121,132240,119,40
0,69,132360,132480,120,40
0,69,133440,133920,480,63
0,69,134241,134320,79,48
0,69,134400,134641,241,66
0,69,135000,135121,121,29
0,69,135241,135361,120,29
0,69,135480,135602,122,30
0,69,135720,135840,120,30
0,69,135960,136081,121,31
0,69,136201,136320,119,31
0,69,136440,136561,121,30
0,69,136680,136800,120,30
0,69,136920,137041,121,30
0,69,137161,137280,119,30
0,69,137402,137521,119,32
0,69,137641,137760,119,32
0,69,137880,138000,120,30
0,69,138120,138240,120,30
0,69,138360,138482,122,37
0,69,138600,138720,120,28
0,69,138840,138961,121,37
0,69,139080,139200,120,37
0,69,139320,139442,122,39
0,69,139560,139680,120,39
0,69,139800,139920,120,40
0,69,140041,140161,120,40
0,69,141121,141600,479,63
0,69,141920,142000,80,48
0,69,142080,142200,120,66
0,69,142322,142440,118,66
0,69,143040,143161,121,66
0,69,143280,143401,121,66
0,69,144000,144240,240,75
0,69,144960,145201,241,64
0,69,147121,147241,120,41
0,69,147360,147600,240,47
0,69,148801,149280,479,42
0,69,152401,152522,121,53
0,69,152641,152880,239,58
0,69,159601,159721,120,60
0,69,159840,160080,240,67
0,69,161760,162000,240,43
0,69,162721,162960,239,43
0,69,190080,190441,361,56
0,69,190920,191040,120,48
0,69,191521,191580,59,45
0,69,191641,191700,59,46
0,69,191760,191841,81,46
0,69,191920,192001,81,39
0,69,197761,198120,359,56
0,69,198601,198721,120,48
0,69,199200,199260,60,45
0,69,199320,199381,61,46
0,69,199442,199520,78,46
0,69,199600,199680,80,39
0,69,199800,199920,120,53
0,69,200401,200520,119,59
0,69,200760,200881,121,53
0,69,201360,201480,120,59
0,69,201721,201840,119,53
0,69,202320,202441,121,59
0,69,202921,203040,119,52
0,69,217321,217452,131,57
0,69,219241,219372,131,55
0,69,221160,221281,121,63
0,69,222120,222241,121,60
0,69,225842,226080,238,26
0,69,228720,228960,240,28
0,69,229200,229440,240,28
0,69,229681,229920,239,26
0,69,233520,233641,121,26
0,69,236400,236640,240,27
0,69,236880,237120,240,27
0,69,241681,241800,119,48
0,69,243960,244080,120,35
0,69,244200,244320,120,38
0,69,244440,244561,121,39
0,69,244680,244801,121,40
0,69,244920,245040,120,39
0,69,245160,245280,120,39
0,69,245400,245521,121,39
0,69,245641,245761,120,39
0,69,245881,246000,119,38
0,69,246120,246240,120,37
0,69,246360,246481,121,37
0,69,246600,246721,121,40
0,69,246840,246962,122,42
0,69,247081,247200,119,39
0,69,247321,247440,119,43
0,69,247560,247680,120,39
0,69,255841,256320,479,50
0,69,257721,257761,40,45
0,69,259201,259440,239,50
0,69,259680,260161,481,56
0,69,263041,263520,479,62
0,69,264961,265440,479,45
0,69,270720,271200,480,45
0,69,282361,282480,119,59
0,69,283320,283441,121,59
0,69,286320,286441,121,36
0,69,286561,286800,239,39
0,70,159360,159601,241,68
0,70,178321,178440,119,41
0,70,178560,179520,960,54
0,70,234481,234720,239,28
0,71,22920,23052,132,44
0,71,30360,30481,121,40
0,71,34320,34560,240,42
0,71,35281,35520,239,45
0,71,37440,37680,240,47
0,71,42000,42120,120,42
0,71,43080,43201,121,41
0,71,45120,45241,121,55
0,71,57601,57960,359,68
0,71,58441,58561,120,58
0,71,59040,59100,60,55
0,71,59160,59221,61,56
0,71,59282,59360,78,56
0,71,59440,59520,80,48
0,71,65280,65640,360,68
0,71,66120,66240,120,58
0,71,66720,66780,60,55
0,71,66841,66900,59,56
0,71,66960,67041,81,56
0,71,67120,67200,80,48
0,71,68041,68161,120,59
0,71,69001,69121,120,59
0,71,69600,69841,241,64
0,71,71761,71881,120,42
0,71,72001,72240,239,47
0,71,97800,97932,132,44
0,71,105242,105361,119,40
0,71,109200,109440,240,42
0,71,110160,110400,240,45
0,71,112320,112560,240,47
0,71,116880,117000,120,42
0,71,117960,118080,120,41
0,71,120001,120120,119,55
0,71,132480,132840,360,68
0,71,133320,133440,120,58
0,71,133920,133980,60,55
0,71,134041,134100,59,56
0,71,134160,134241,81,56
0,71,134320,134400,80,48
0,71,140161,140520,359,68
0,71,141001,141121,120,58
0,71,141600,141661,61,55
0,71,141720,141781,61,56
0,71,141842,141920,78,56
0,71,142000,142080,80,48
0,71,142920,143040,120,59
0,71,143881,144000,119,59
0,71,144480,144720,240,64
0,71,146640,146760,120,42
0,71,146881,147121,240,47
0,71,151921,152041,120,55
0,71,152161,152401,240,61
0,71,154081,154320,239,43
0,71,155040,155281,241,43
0,71,172800,173280,480,41
0,71,176401,176581,180,55
0,71,177841,177960,119,41
0,71,178080,178321,241,47
0,71,179520,180001,481,42
0,71,180480,181440,960,68
0,71,182400,183360,960,39
0,71,185760,186241,481,55
0,71,189601,190080,479,48
0,71,190800,190920,120,48
0,71,191580,191641,61,40
0,71,191700,191760,60,41
0,71,193441,193920,479,55
0,71,197280,197761,481,48
0,71,198481,198601,120,48
0,71,199260,199320,60,40
0,71,199381,199442,61,41
0,71,200281,200401,120,54
0,71,200641,200760,119,59
0,71,201240,201360,120,54
0,71,201602,201721,119,59
0,71,202201,202320,119,54
0,71,202560,202680,120,59
0,71,203040,203160,120,59
0,71,216840,216972,132,64
0,71,226801,227041,240,28
0,71,244320,244440,120,47
0,71,246240,246360,120,40
0,71,257281,257640,359,50
0,71,257680,257720,40,45
0,71,257761,257881,120,50
0,71,258961,259201,240,45
0,71,286080,286320,240,39
0,72,35520,35760,240,50
0,72,110400,110641,241,50
0,72,151682,151921,239,62
0,72,171840,171960,120,63
0,72,172080,172201,121,62
0,72,172320,172440,120,60
0,72,172560,172680,120,59
0,72,181440,181921,481,61
0,72,183360,183840,480,39
0,72,185280,185760,480,56
0,72,189120,189601,481,49
0,72,190680,190800,120,48
0,72,192960,193441,481,56
0,72,196800,197280,480,49
0,72,198361,198481,120,48
0,72,200520,200641,121,53
0,72,201480,201602,122,53
0,72,202441,202560,119,53
0,72,202801,202921,120,59
0,73,13440,13560,120,50
0,73,22801,22934,133,46
0,73,23041,23173,132,50
0,73,23280,23412,132,42
0,73,24962,25093,131,57
0,73,25201,25332,131,44
0,73,26880,27000,120,79
0,73,27120,27240,120,63
0,73,27842,27960,118,77
0,73,28080,28200,120,64
0,73,28801,28891,90,69
0,73,29041,29131,90,60
0,73,29282,29371,89,60
0,73,29521,29612,91,60
0,73,29761,30180,419,60
0,73,30240,30360,120,42
0,73,30481,30600,119,40
0,73,32640,32880,240,48
0,73,34080,34320,240,45
0,73,35760,36001,241,46
0,73,36480,37200,720,51
0,73,37320,37440,120,42
0,73,37680,37801,121,42
0,73,40320,40560,240,48
0,73,41160,41220,60,37
0,73,41760,41880,120,45
0,73,42240,42600,360,45
0,73,46080,46200,120,50
0,73,53280,53760,480,46
0,73,57120,57601,481,59
0,73,58321,58441,120,58
0,73,59100,59160,60,49
0,73,59221,59282,61,50
0,73,60961,61440,479,46
0,73,64801,65280,479,59
0,73,66002,66120,118,58
0,73,66780,66841,61,49
0,73,66900,66960,60,50
0,73,67561,67680,119,58
0,73,67800,67922,122,60
0,73,68521,68640,119,58
0,73,68762,68880,118,60
0,73,70080,70321,241,64
0,73,71280,71401,121,43
0,73,71521,71761,240,47
0,73,88320,88440,120,50
0,73,97681,97813,132,46
0,73,97922,98053,131,50
0,73,98160,98292,132,42
0,73,99840,99972,132,57
0,73,100080,100212,132,47
0,73,101761,101880,119,79
0,73,102000,102121,121,63
0,73,102721,102842,121,77
0,73,102960,103081,121,62
0,73,103682,103772,90,69
0,73,103921,104010,89,60
0,73,104161,104251,90,60
0,73,104402,104492,90,60
0,73,104640,105060,420,60
0,73,105120,105242,122,42
0,73,105361,105480,119,40
0,73,107520,107761,241,48
0,73,108960,109200,240,45
0,73,110641,110880,239,46
0,73,111360,112082,722,51
0,73,112200,112320,120,42
0,73,112560,112681,121,42
0,73,115200,115440,240,48
0,73,116040,116100,60,37
0,73,116640,116760,120,45
0,73,117120,117481,361,45
0,73,120961,121081,120,50
0,73,128161,128640,479,46
0,73,132001,132480,479,59
0,73,133202,133320,118,58
0,73,133980,134041,61,49
0,73,134100,134160,60,50
0,73,135840,136320,480,46
0,73,139680,140161,481,59
0,73,140881,141001,120,58
0,73,141661,141720,59,49
0,73,141781,141842,61,50
0,73,142440,142560,120,58
0,73,142681,142800,119,60
0,73,143401,143520,119,58
0,73,143640,143761,121,60
0,73,144960,145201,241,64
0,73,146160,146281,121,43
0,73,146401,146640,239,47
0,73,159120,159240,120,50
0,73,159360,161280,1920,62
0,73,161280,161520,240,47
0,73,163200,164161,961,57
0,73,170881,171000,119,64
0,73,171121,171241,120,63
0,73,171361,171480,119,63
0,73,171600,171720,120,63
0,73,175920,176100,180,51
0,73,176162,176401,239,61
0,73,177360,177480,120,42
0,73,177602,177841,239,47
0,73,203280,203400,120,59
0,73,203880,204001,121,52
0,73,204840,204960,120,52
0,73,205800,205920,120,52
0,73,212880,213000,120,62
0,73,213360,213480,120,61
0,73,216720,216852,132,65
0,73,216961,217092,131,67
0,73,217202,217332,130,57
0,73,218881,219013,132,68
0,73,219121,219253,132,55
0,73,220800,220920,120,79
0,73,221040,221160,120,63
0,73,221762,221880,118,77
0,73,222001,222120,119,60
0,73,222721,222811,90,69
0,73,222960,223050,90,60
0,73,223200,223290,90,60
0,73,223441,223531,90,60
0,73,223681,224101,420,60
0,73,228480,228720,240,48
0,73,237120,237361,241,46
0,73,241440,241560,120,58
0,73,249840,249960,120,30
0,73,250321,250441,120,30
0,73,250800,250920,120,32
0,73,251280,251400,120,30
0,73,251760,251880,120,28
0,73,257640,257680,40,45
0,73,258000,258120,120,47
0,73,258720,258961,241,47
0,73,278280,278400,120,54
0,73,282120,282242,122,54
0,73,287760,287881,121,41
0,73,288000,288961,961,54
0,74,0,480,480,73
0,74,11520,11640,120,50
0,74,13320,13452,132,44
0,74,17280,17400,120,50
0,74,19320,19453,133,47
0,74,21001,21132,131,49
0,74,22680,22813,133,48
0,74,23160,23292,132,42
0,74,23520,23641,121,47
0,74,24841,24972,131,48
0,74,25082,25213,131,44
0,74,25440,25560,120,57
0,74,26760,26892,132,59
0,74,27720,27842,122,64
0,74,28680,28801,121,64
0,74,30180,30240,60,41
0,74,30600,30720,120,40
0,74,32880,33120,240,42
0,74,33360,33600,240,40
0,74,33841,34080,239,42
0,74,36241,36480,239,47
0,74,37200,37320,120,44
0,74,37920,38041,121,44
0,74,40560,40800,240,42
0,74,41101,41160,59,37
0,74,41220,41280,60,37
0,74,41521,41640,119,42
0,74,45120,45241,121,59
0,74,45360,45480,120,52
0,74,45600,45720,120,62
0,74,45841,45960,119,52
0,74,47040,47160,120,59
0,74,47281,47401,120,52
0,74,47521,47641,120,62
0,74,47762,47880,118,52
0,74,52801,53280,479,47
0,74,56640,57120,480,60
0,74,58201,58321,120,58
0,74,60480,60961,481,47
0,74,64320,64801,481,60
0,74,65880,66002,122,58
0,74,67922,68041,119,66
0,74,68880,69001,121,66
0,74,69600,69841,241,64
0,74,71040,71280,240,47
0,74,74880,75360,480,73
0,74,86400,86521,121,50
0,74,88200,88332,132,44
0,74,92162,92280,118,50
0,74,94200,94333,133,47
0,74,95882,96012,130,49
0,74,97560,97692,132,48
0,74,98041,98172,131,42
0,74,98402,98521,119,47
0,74,99722,99852,130,48
0,74,99960,100092,132,47
0,74,100322,100442,120,57
0,74,101640,101772,132,59
0,74,102601,102721,120,64
0,74,103560,103682,122,64
0,74,105060,105120,60,41
0,74,105480,105600,120,40
0,74,107761,108001,240,42
0,74,108240,108480,240,40
0,74,108722,108960,238,42
0,74,111120,111360,240,47
0,74,112082,112200,118,44
0,74,112801,112920,119,44
0,74,115440,115680,240,42
0,74,115981,116040,59,37
0,74,116100,116160,60,37
0,74,116401,116520,119,42
0,74,120001,120120,119,59
0,74,120240,120360,120,52
0,74,120480,120600,120,62
0,74,120721,120841,120,52
0,74,121920,122040,120,59
0,74,122161,122280,119,52
0,74,122400,122520,120,62
0,74,122640,122760,120,52
0,74,127680,128161,481,47
0,74,131520,132001,481,60
0,74,133080,133202,122,58
0,74,135361,135840,479,47
0,74,139200,139680,480,60
0,74,140761,140881,120,58
0,74,142800,142920,120,66
0,74,143761,143881,120,66
0,74,144480,144720,240,64
0,74,145920,146160,240,47
0,74,158641,158760,119,45
0,74,158880,159120,240,55
0,74,161520,161642,122,43
0,74,164161,164640,479,51
0,74,168960,169081,121,47
0,74,169200,169321,121,48
0,74,169440,169561,121,51
0,74,169680,169802,122,52
0,74,169920,170040,120,55
0,74,170161,170281,120,57
0,74,170400,170522,122,58
0,74,170641,170760,119,60
0,74,175680,175920,240,61
0,74,176880,177001,121,43
0,74,177120,177360,240,47
0,74,182400,183121,721,46
0,74,184801,185280,479,60
0,74,186681,186722,41,54
0,74,188160,188400,240,60
0,74,188641,189120,479,49
0,74,190561,190680,119,49
0,74,192481,192960,479,60
0,74,194361,194401,40,54
0,74,195840,196080,240,60
0,74,196320,196800,480,49
0,74,198240,198361,121,49
0,74,202680,202801,121,53
0,74,203160,203280,120,54
0,74,203520,203640,120,59
